Sentence,Label,prob_0,prob_1,Prediction
... surprisingly inert for a movie in which the main character travels back and forth between epochs .,0,0.99209267,0.0079073515,0
"thrilling , provocative and darkly funny , this timely sci-fi mystery works on so many different levels that it not only invites , it demands repeated viewings .",1,0.00068306923,0.99931693,1
farrell ... thankfully manages to outshine the role and successfully plays the foil to willis 's world-weary colonel .,1,0.009182453,0.99081755,1
"that zhang would make such a strainingly cute film -- with a blind orphan at its center , no less -- indicates where his ambitions have wandered .",1,0.98082244,0.01917753,0
"those who would follow haneke on his creepy explorations ... are rewarded by brutal , committed performances from huppert and magimel .",1,0.00073093176,0.99926907,1
but it pays a price for its intricate intellectual gamesmanship .,0,0.000846982,0.999153,1
a fascinating and fun film .,1,0.00084912777,0.9991509,1
the use of cgi and digital ink-and-paint make the thing look really slick .,1,0.0010673404,0.99893266,1
"a sad , superior human comedy played out on the back roads of life .",1,0.013681769,0.98631823,1
the lack of opposing viewpoints soon grows tiresome -- the film feels more like a series of toasts at a testimonial dinner than a documentary .,0,0.998811,0.0011890127,0
wait for video -- and then do n't rent it .,0,0.9930297,0.0069703106,0
remember when bond had more glamour than clamor ?,0,0.79020107,0.20979895,0
"-lrb- i -rrb- f you 've been to more than one indie flick in your life , chances are you 've already seen this kind of thing .",0,0.56384635,0.43615362,0
excellent acting and direction .,1,0.00062155724,0.99937844,1
"a tender and touching drama , based on the true story of a troubled african-american 's quest to come to terms with his origins , reveals the yearning we all have in our hearts for acceptance within the family circle .",1,0.0007420182,0.999258,1
a very funny movie .,1,0.00071173906,0.99928826,1
ranks among willams ' best screen work .,1,0.0007556677,0.99924433,1
"you can feel the heat that ignites this gripping tale , and the humor and humanity that root it in feeling .",1,0.0005156994,0.9994843,1
"this may not have the dramatic gut-wrenching impact of other holocaust films , but it 's a compelling story , mainly because of the way it 's told by the people who were there .",1,0.00060606,0.99939394,1
"these spiders can outrun a motorcycle and wrap a person in a sticky cocoon in seconds , but they fall short of being interesting or entertaining .",0,0.9911093,0.008890696,0
it 's a terrific american sports movie and dennis quaid is its athletic heart .,1,0.0005981922,0.9994018,1
"there are weird resonances between actor and role here , and they 're not exactly flattering .",0,0.9983022,0.0016977572,0
"the fight scenes are fun , but it grows tedious .",0,0.7577871,0.24221289,0
"considering the harsh locations and demanding stunts , this must have been a difficult shoot , but the movie proves rough going for the audience as well .",0,0.99448186,0.005518163,0
an idealistic love story that brings out the latent 15-year-old romantic in everyone .,1,0.0012255311,0.99877447,1
what kids will discover is a new collectible .,1,0.007695973,0.992304,1
could the whole plan here have been to produce something that makes fatal attraction look like a classic by comparison ?,0,0.99792093,0.0020790442,0
even die-hard fans of japanese animation ... will find this one a challenge .,0,0.002256751,0.99774325,1
"it 's a brave attempt to tap into the heartbeat of the world , a salute to the universal language of rhythm and a zippy sampling of sounds .",1,0.0019766092,0.9980234,1
ford deserves to be remembered at oscar time for crafting this wonderful portrait of a conflicted soldier .,1,0.0005059242,0.9994941,1
that rara avis : the intelligent romantic comedy with actual ideas on its mind .,1,0.002493918,0.9975061,1
could the country bears really be as bad as its trailers ?,0,0.99846804,0.0015319451,0
while mcfarlane 's animation lifts the film firmly above the level of other coming-of-age films ... it 's also so jarring that it 's hard to get back into the boys ' story .,0,0.0031463504,0.99685365,1
"when -lrb- de palma 's -rrb- bad , he 's really bad , and femme fatale ranks with the worst he has done .",0,0.9987771,0.0012228866,0
"behind the snow games and lovable siberian huskies -lrb- plus one sheep dog -rrb- , the picture hosts a parka-wrapped dose of heart .",1,0.0029196143,0.9970804,1
a captivating cross-cultural comedy of manners .,1,0.00069344044,0.99930656,1
hawke draws out the best from his large cast in beautifully articulated portrayals that are subtle and so expressive they can sustain the poetic flights in burdette 's dialogue .,1,0.0005853176,0.9994147,1
"a deceivingly simple film , one that grows in power in retrospect .",1,0.0008350611,0.99916494,1
dolgin and franco fashion a fascinating portrait of a vietnamese-born youngster who eagerly and easily assimilated as an all-american girl with a brand new name in southern tennessee .,1,0.0012277961,0.9987722,1
"look , this is a terrific flick replete with dazzling camera-work , dancing and music .",1,0.00060880184,0.9993912,1
presents an astute appraisal of middle american musical torpor and the desperate struggle to escape it .,1,0.0044878125,0.9955122,1
mocking them now is an exercise in pointlessness .,0,0.9972973,0.0027027181,0
this is how you use special effects .,1,0.5569171,0.4430829,0
"like its two predecessors , 1983 's koyaanisqatsi and 1988 's powaqqatsi , the cinematic collage naqoyqatsi could be the most navel-gazing film ever .",0,0.0047836304,0.99521637,1
what 's most striking about this largely celebratory film ... is the sense of isolation that permeates these bastions of individuality in an ikea world .,1,0.0013307333,0.99866927,1
he 's super spy !,1,0.048758924,0.9512411,1
"though the book runs only about 300 ### pages , it is so densely packed ... that even an ambitious adaptation and elaborate production like mr. schepisi 's seems skimpy and unclear .",0,0.97416335,0.025836626,0
"i do n't know precisely what to make of steven soderbergh 's full frontal , though that did n't stop me from enjoying much of it .",1,0.024482906,0.9755171,1
has the feel of an unedited personal journal .,0,0.842209,0.15779102,0
"the film takes too long getting to the good stuff , then takes too long figuring out what to do next .",0,0.99564105,0.004358939,0
skip work to see it at the first opportunity .,1,0.99005735,0.00994264,0
ecks this one off your must-see list .,0,0.9798513,0.020148695,0
gosling provides an amazing performance that dwarfs everything else in the film .,1,0.00059723854,0.99940276,1
the movie has very little to offer besides unintentional laughs .,0,0.9985278,0.0014721781,0
"ostensibly celebrates middle-aged girl power , even as it presents friendship between women as pathetic , dysfunctional and destructive .",0,0.22909027,0.7709097,1
the movie will reach far beyond its core demographic .,1,0.005283296,0.9947167,1
"so many documentaries like this presuppose religious bigotry or zealous nuttiness of its antagonists , but family fundamentals displays a rare gift for unflinching impartiality .",1,0.0018159747,0.998184,1
"smart science fiction for grown-ups , with only a few false steps along the way .",1,0.000875175,0.9991248,1
the movie is one of the best examples of artful large format filmmaking you are likely to see anytime soon .,1,0.0004864931,0.9995135,1
"merely as a technical , logistical feat , russian ark marks a cinematic milestone .",1,0.0017742515,0.99822575,1
"but if it is indeed a duty of art to reflect life , than leigh has created a masterful piece of artistry right here .",1,0.0011299253,0.9988701,1
"not a movie but a live-action agitprop cartoon so shameless and coarse , it 's almost funny .",0,0.9906306,0.009369375,0
murder and mayhem of this sort quickly becomes monotonous .,0,0.991841,0.008158958,0
"even with all those rough edges safely sanded down , the american insomnia is still pretty darned good .",1,0.0008223653,0.99917763,1
"the reason we keep seeing the same movie with roughly the same people every year is because so many of us keep going and then , out of embarrassment or stupidity , not warning anyone .",0,0.80513406,0.19486591,0
there is not an ounce of honesty in the entire production .,0,0.991729,0.008270968,0
"it 's getting harder and harder to ignore the fact that hollywood is n't laughing with us , folks .",0,0.98177177,0.01822824,0
"gee , a second assassin shot kennedy ?",0,0.92554945,0.07445056,0
birot 's directorial debut -lrb- she co-wrote the script with christophe honoré -rrb- is n't so much bad as it is bland .,0,0.8942095,0.105790526,0
"as bundy , michael reilly burke -lrb- octopus 2 : river of fear -rrb- has just the right amount of charisma and menace .",1,0.0014883876,0.9985116,1
"it feels like a community theater production of a great broadway play : even at its best , it will never hold a candle to the original .",0,0.93120426,0.06879575,0
"scarlet diva has a voyeuristic tug , but all in all it 's a lot less sensational than it wants to be .",0,0.99756277,0.0024372241,0
b. -rrb- that sure is pathetic !,0,0.99857795,0.0014220596,0
"this pep-talk for faith , hope and charity does little to offend , but if saccharine earnestness were a crime , the film 's producers would be in the clink for life .",0,0.4228205,0.5771795,1
"the director , steven shainberg , has succeeded by focusing intently on his characters , making them quirky individuals rather than figures of fun .",1,0.011680603,0.9883194,1
"it 's a decent glimpse into a time period , and an outcast , that is no longer accessible , but it does n't necessarily shed more light on its subject than the popular predecessor .",1,0.9648539,0.035146147,0
-lrb- u -rrb- nrelentingly stupid .,0,0.9989496,0.0010504324,0
"the film makes a tragic error by going on for too long , trying to mirror every subsequent event in chinese history : war , revolution , communism , etc. .",0,0.9964095,0.0035905493,0
"compelling as it is exotic , fast runner has a plot that rivals shakespeare for intrigue , treachery and murder .",1,0.0012044907,0.9987955,1
"renner 's performance as dahmer is unforgettable , deeply absorbing .",1,0.00056666136,0.99943334,1
big fat liar is just futile silliness looking to tap into the kiddie sensibilities .,0,0.99802506,0.0019749468,0
"afraid to pitch into farce , yet only half-hearted in its spy mechanics , all the queen 's men is finally just one long drag .",0,0.996142,0.0038579833,0
a painfully leaden film destined for pre-dawn cable television slots .,0,0.9951868,0.004813221,0
it would be hard to think of a recent movie that has worked this hard to achieve this little fun .,0,0.14830703,0.851693,1
"a recipe for cinematic disaster ... part quentin tarantino , part guy ritchie , and part 1960s spy spoof , it 's all bad .",0,0.9981948,0.0018052128,0
hands down the year 's most thought-provoking film .,1,0.9579686,0.042031426,0
"the furious coherence that -lrb- deniro -rrb- brings to this part only underscores the fuzzy sentimentality of the movie itself , which feels , as it plods toward the end , less like a movie than like the filmed reading of a script in need of polishing .",0,0.9757976,0.024202418,0
you might not buy the ideas .,0,0.99600047,0.0039995546,0
looks like a high school film project completed the day before it was due .,0,0.9864293,0.013570724,0
"as shaky as the plot is , kaufman 's script is still memorable for some great one-liners .",1,0.00071281195,0.9992872,1
"not for everyone , but for those with whom it will connect , it 's a nice departure from standard moviegoing fare .",1,0.0016571283,0.9983429,1
"this road movie gives you emotional whiplash , and you 'll be glad you went along for the ride .",1,0.0018083453,0.99819165,1
"too stupid to be satire , too obviously hateful to be classified otherwise , frank novak 's irritating slice of lumpen life is as reliably soul-killing as its title is nearly meaningless .",0,0.9839153,0.016084686,0
"at times , however , dogtown and z-boys lapses into an insider 's lingo and mindset that the uninitiated may find hard to follow , or care about .",0,0.97622555,0.02377446,0
a compelling journey ... and `` his best friend remembers '' is up there with the finest of specials .,1,0.00047028065,0.9995297,1
"a real movie , about real people , that gives us a rare glimpse into a culture most of us do n't know .",1,0.00052267313,0.9994773,1
"after seeing swept away , i feel sorry for madonna .",0,0.9549172,0.04508282,0
"but buying into sham truths and routine `` indie '' filmmaking , freundlich has made just another safe movie .",0,0.84532,0.15468004,0
"a clutchy , indulgent and pretentious travelogue and diatribe against ... well , just stuff .",0,0.9954624,0.0045375745,0
"the vampire thriller blade ii starts off as a wild hoot and then sucks the blood out of its fun -- toward the end , you can feel your veins cringing from the workout .",0,0.8171313,0.18286872,0
what makes the movie a comedy is the way it avoids the more serious emotions involved .,1,0.002480328,0.9975197,1
"it 's not horrible , just horribly mediocre .",0,0.9972193,0.002780703,0
the title 's lameness should clue you in on how bad the movie is .,0,0.99872524,0.0012747931,0
"a gimmick in search of a movie : how to get carvey into as many silly costumes and deliver as many silly voices as possible , plot mechanics be damned .",0,0.98904234,0.010957675,0
nothing about it fits .,0,0.9958448,0.0041551995,0
"the makers have forsaken the entertaining elements of the original and , instead , rehash old jokes and leave any life at the doorstep .",0,0.9598669,0.040133145,0
ordinary melodrama that is heavy on religious symbols but wafer-thin on dramatic substance,0,0.99070424,0.009295735,0
"it 's a good film -- not a classic , but odd , entertaining and authentic .",1,0.0006169081,0.9993831,1
"a bold and subversive film that cuts across the grain of what is popular and powerful in this high-tech age , speaking its truths with spellbinding imagery and the entrancing music of philip glass .",1,0.0006952286,0.9993048,1
"it 's rather like a lifetime special -- pleasant , sweet and forgettable .",1,0.0058962703,0.9941037,1
must-see viewing for anyone involved in the high-tech industry .,1,0.0025487542,0.99745125,1
"does what a fine documentary does best : it extends a warm invitation into an unfamiliar world , then illuminates it fully and allows the larger implications of the journey to sink in unobtrusively .",1,0.0013088584,0.99869114,1
"when the first few villians are introduced as `` spider '' and `` snake '' you know you 're in for a real winner , creativity at its peak .",0,0.0018146634,0.99818534,1
this is n't a `` friday '' worth waiting for .,0,0.99879926,0.0012007424,0
maybe i found the proceedings a little bit too conventional .,0,0.9987558,0.0012441931,0
even the unwatchable soapdish is more original .,0,0.012799263,0.98720074,1
a wildly funny prison caper .,1,0.0008007884,0.9991992,1
"it 's not exactly a gourmet meal but the fare is fair , even coming from the drive-thru .",1,0.002229333,0.99777067,1
obvious politics and rudimentary animation reduce the chances that the appeal of hey arnold !,0,0.9945924,0.005407577,0
"nair stuffs the film with dancing , henna , ornamentation , and group song , but her narrative clichés and telegraphed episodes smell of old soap opera .",0,0.9890823,0.010917697,0
"unfortunately , the picture failed to capture me .",0,0.9967768,0.0032231617,0
its save-the-planet message clashes with its crass marketing .,0,0.9971014,0.0028985785,0
"when a film is created solely because it 's a marketable product , soulless and ugly movies like this are the result .",0,0.9988582,0.0011417897,0
"often hilarious , well-shot and , importantly , entertaining , hell house is a fascinating document of an event that has to be seen to be believed .",1,0.0006700754,0.9993299,1
"there 's enough science to make it count as educational , and enough beauty to make it unforgettable .",1,0.00060915947,0.99939084,1
it 's also heavy-handed and devotes too much time to bigoted views .,0,0.9889086,0.011091407,0
"although very much like the first movie based on j.k. rowling 's phenomenal fantasy best sellers , this second go-round possesses a quite pleasing , headlong thrust and a likably delinquent attitude .",1,0.0009303689,0.99906963,1
merchant effectively translates naipaul 's lively mix of characters from the page to screen .,1,0.0011558533,0.99884415,1
"others may find it migraine-inducing , despite moore 's attempts at whimsy and spoon feeding .",0,0.9606769,0.039323106,0
you 've seen them a million times .,0,0.7712652,0.22873479,0
"the comic performances are all spot on , especially lee ross 's turn as ken .",1,0.0010414124,0.9989586,1
nothing plot-wise is worth e-mailing home about .,0,0.99676806,0.0032319303,0
message movie or an action-packed submarine spectacular ?,1,0.020900965,0.97909904,1
"disney 's live-action division has a history of releasing cinematic flotsam , but this is one occasion when they have unearthed a rare gem .",1,0.7047274,0.29527256,0
"first good , then bothersome .",0,0.9611261,0.038873896,0
adam sandler is to gary cooper what a gnat is to a racehorse .,0,0.2823056,0.7176944,1
"even by dumb action-movie standards , ballistic : ecks vs. sever is a dumb action movie .",0,0.9949307,0.0050692875,0
"if no one singles out any of these performances as award-worthy , it 's only because we would expect nothing less from this bunch .",1,0.073863626,0.9261364,1
... watching this film nearly provoked me to take my own life .,0,0.6938501,0.3061499,0
but this time there 's some mold on the gold .,0,0.88630795,0.113692045,0
a model of what films like this should be like .,1,0.024064481,0.9759355,1
"a soggy , cliche-bound epic-horror yarn that ends up being even dumber than its title .",0,0.99908555,0.00091445073,0
"-lrb- t -rrb- hose same extremes prevent us from taking its message seriously , and the stepford wives mentality does n't work in a modern context .",0,0.99806863,0.0019313468,0
a movie for 11-year-old boys with sports dreams of their own and the preteen girls who worship lil ' bow wow .,1,0.0036917925,0.9963082,1
"aside from being the funniest movie of the year , simone , andrew niccol 's brilliant anti-hollywood satire , has a wickedly eccentric enchantment to it .",1,0.0014305115,0.9985695,1
a fast-moving and remarkable film that appears destined to become a landmark in japanese animation .,1,0.0005002022,0.9994998,1
"a truly moving experience , and a perfect example of how art -- when done right -- can help heal , clarify , and comfort .",1,0.0006456971,0.9993543,1
the hours is what movies are supposed to be ...,1,0.73373085,0.26626915,0
just another fish-out-of-water story that barely stays afloat .,0,0.997942,0.0020580306,0
when it really counts ... bloody sunday connects on a visceral level that transcends language .,1,0.0016942024,0.9983058,1
"... with the candy-like taste of it fading faster than 25-cent bubble gum , i realized this is a throwaway movie that wo n't stand the test of time .",0,0.9986724,0.001327588,0
a remarkable 179-minute meditation on the nature of revolution .,1,0.00074261427,0.9992574,1
nothing more than a mediocre trifle .,0,0.99876857,0.0012314514,0
"full of profound , real-life moments that anyone can relate to , it deserves a wide audience .",1,0.00048696995,0.99951303,1
"you would be better off investing in the worthy emi recording that serves as the soundtrack , or the home video of the 1992 malfitano-domingo production .",0,0.93753713,0.062462866,0
audiences can be expected to suspend their disbelief only so far -- and that does not include the 5 o'clock shadow on the tall wooden kid as he skips off to school .,0,0.9724247,0.02757532,0
"a perverse little truffle , dainty psychological terror on the outside with a creamy filling of familial jealousy and unrepentant domestic psychopathy .",1,0.26832038,0.7316796,1
as a randy film about sexy people in gorgeous places being pushed and pulled -lrb- literally and figuratively -rrb- by desire ... -lrb- sex and lucía -rrb- makes for an arousing good time .,1,0.0042669177,0.9957331,1
"a work of intricate elegance , literary lyricism and profound common sense .",1,0.00068080425,0.9993192,1
"solid , lump-in-the-throat family entertainment that derives its power by sticking to the facts .",1,0.0013737679,0.99862623,1
for all its serious sense of purpose ... -lrb- it -rrb- finds a way to lay bare the tragedies of its setting with a good deal of warmth and humor .,1,0.00080925226,0.99919075,1
"far from perfect , but its heart is in the right place ... innocent and well-meaning .",1,0.0013104081,0.9986896,1
"despite its flaws , secretary stays in your head and makes you question your own firmly held positions .",1,0.00081020594,0.9991898,1
"the film hinges on its performances , and both leads are up to the task .",1,0.0016466379,0.99835336,1
"the irwins emerge unscathed , but the fictional footage is unconvincing and criminally badly acted .",0,0.99049574,0.009504257,0
"it helps that the central performers are experienced actors , and that they know their roles so well .",1,0.001560986,0.998439,1
the title trapped turns out to be a pretty fair description of how you feel while you 're watching this ultra-manipulative thriller .,0,0.7213249,0.2786751,0
"the thriller side of this movie is falling flat , as the stalker does n't do much stalking , and no cop or lawyer grasps the concept of actually investigating the case .",0,0.9980158,0.0019842037,0
"as with too many studio pics , plot mechanics get in the way of what should be the lighter-than-air adventure .",0,0.96400046,0.035999563,0
it 's an awfully derivative story .,0,0.9984923,0.0015077062,0
"now it 's a bad , embarrassing movie .",0,0.9987716,0.0012283893,0
fails to bring as much to the table .,0,0.9983989,0.0016011228,0
"sturdy , entertaining period drama ... both caine and fraser have their moments .",1,0.00076699257,0.999233,1
focuses on joan 's raging hormones and sledgehammers the audience with spanish inquisitions about her `` madness '' so much that i became mad that i wasted 123 minutes and $ 9.50 ### on this 21st century torture device .,0,0.9643393,0.035660706,0
there are moments in this account of the life of artist frida kahlo that are among cinema 's finest this year .,1,0.0007009506,0.99929905,1
"dark , resonant , inventively detailed and packed with fleet turns of plot and a feast of visual amazement .",1,0.0005517602,0.99944824,1
"narc may not get an ` a ' for originality , but it wears its b-movie heritage like a badge of honor .",1,0.03320384,0.96679616,1
"the story may not be new , but australian director john polson , making his american feature debut , jazzes it up adroitly .",1,0.0005643964,0.9994356,1
"i admired it , particularly that unexpected downer of an ending .",1,0.00048303604,0.99951696,1
a tv episode inflated past its natural length .,0,0.98911816,0.010881855,0
"zany , exuberantly irreverent animated space adventure .",1,0.0010510087,0.998949,1
"the creaking , rusty ship makes a fine backdrop , but the ghosts ' haunting is routine .",0,0.9853832,0.014616789,0
"it 's not so much enjoyable to watch as it is enlightening to listen to new sides of a previous reality , and to visit with some of the people who were able to make an impact in the theater world .",1,0.025561452,0.97443855,1
"celebrated at sundance , this slight comedy of manners has winning performances and a glossy , glib charm that 's hard to beat .",1,0.0007812977,0.9992187,1
"-lrb- davis -rrb- has a bright , chipper style that keeps things moving , while never quite managing to connect her wish-fulfilling characters to the human race .",1,0.0020316243,0.9979684,1
"enough trivializes an important crisis , reduces it to an almost comic embarrassment .",0,0.99655086,0.0034491476,0
the film is an enjoyable family film -- pretty much aimed at any youngster who loves horses .,1,0.0006737709,0.9993262,1
"watching trouble every day , at least if you do n't know what 's coming , is like biting into what looks like a juicy , delicious plum on a hot summer day and coming away with your mouth full of rotten pulp and living worms .",0,0.9951055,0.0048945197,0
"rarely do films come along that are as intelligent , exuberant , and moving as monsoon wedding .",1,0.0028770566,0.99712294,1
"the laser-projected paintings provide a spell-casting beauty , while russell and dreyfus are a romantic pairing of hearts , preciously exposed as history corners them .",1,0.0014062524,0.99859375,1
"there are a few laughs and clever sight gags scattered about , but not enough to make this anything more than another big-budget bust .",0,0.86920923,0.13079077,0
a thoughtful look at a painful incident that made headlines in 1995 .,1,0.006326318,0.9936737,1
an intermittently pleasing but mostly routine effort .,0,0.016218543,0.98378146,1
"the film has a few cute ideas and several modest chuckles but it is n't exactly kiddie-friendly ... alas , santa is more ho-hum than ho-ho-ho and the snowman -lrb- who never gets to play that flute -rrb- has all the charm of a meltdown .",0,0.99753696,0.0024630306,0
"marisa tomei is good , but just a kiss is just a mess .",0,0.9717736,0.028226357,0
"as teen movies go , `` orange county '' is a refreshing change",1,0.0006788969,0.9993211,1
attal mixes comedy with a serious exploration of ego and jealousy within a seemingly serene marriage .,1,0.0026149154,0.9973851,1
"with a story inspired by the tumultuous surroundings of los angeles , where feelings of marginalization loom for every dreamer with a burst bubble , the dogwalker has a few characters and ideas , but it never manages to put them on the same path .",0,0.9585379,0.04146213,0
a mostly tired retread of several other mob tales .,0,0.99886346,0.0011365187,0
flaunts its quirky excesses like a new year 's eve drunk sporting a paper party hat .,0,0.9690968,0.0309032,0
"lame , haphazard teen comedy .",0,0.9987523,0.0012477337,0
"somewhat blurred , but kinnear 's performance is razor sharp .",1,0.0014753938,0.9985246,1
... fifty minutes of tedious adolescent melodramatics followed by thirty-five minutes of inflated nonsense .,0,0.99895185,0.0010481452,0
"no number of fantastic sets , extras , costumes and spectacular locales can disguise the emptiness at the center of the story .",0,0.97726893,0.022731079,0
"a slick , skillful little horror film .",1,0.00073999166,0.99926,1
"there are as many misses as hits , but ultimately , it finds humor in the foibles of human behavior , and it 's a welcome return to the roots of a genre that should depend on surprises .",1,0.00082331896,0.9991767,1
"more a load of enjoyable , conan-esque claptrap than the punishing , special-effects soul assaults the mummy pictures represent .",1,0.5076859,0.4923141,0
"on the surface , it 's a lovers-on-the-run crime flick , but it has a lot in common with piesiewicz 's and kieslowski 's earlier work , films like the double life of veronique .",1,0.0037326217,0.9962674,1
"in the end , punch-drunk love is one of those films that i wanted to like much more than i actually did .",0,0.5009698,0.49903017,0
it helps that lil bow wow ... tones down his pint-sized gangsta act to play someone who resembles a real kid .,1,0.0067415237,0.9932585,1
"finds a way to tell a simple story , perhaps the simplest story of all , in a way that seems compelling and even original .",1,0.003150642,0.99684936,1
"most of the supporting characters in eastwood films are weak , as are most of the subplots .",0,0.997122,0.0028779823,0
"began life as a computer game , then morphed into a movie -- a bad one , of course .",0,0.997745,0.0022550228,0
it 's a beautifully accomplished lyrical meditation on a bunch of despondent and vulnerable characters living in the renown chelsea hotel ...,1,0.0006684065,0.9993316,1
much of what is meant to be ` inspirational ' and ` uplifting ' is simply distasteful to audiences not already sharing -lrb- the movie 's -rrb- mindset .,0,0.99865013,0.0013498423,0
"but based on cq , i 'll certainly be keeping an eye out for his next project .",1,0.010266364,0.98973364,1
disturbing and brilliant documentary .,1,0.00104177,0.99895823,1
"chaotic , self-indulgent and remarkably ugly to look at , it 's ... like a series of pretentiously awful student films strung together into one feature-length horror .",0,0.99838805,0.0016119597,0
windtalkers celebrates the human spirit and packs an emotional wallop .,1,0.00064367056,0.9993563,1
what it lacks in originality it makes up for in intelligence and b-grade stylishness .,1,0.0012435913,0.9987564,1
"an exciting and involving rock music doc , a smart and satisfying look inside that tumultuous world .",1,0.0005760193,0.999424,1
"the lack of pace kills it , although , in a movie about cancer , this might be apt .",0,0.9974708,0.0025291857,0
"alas , it 's neither .",0,0.9256127,0.074387304,0
... this movie has a glossy coat of action movie excess while remaining heartless at its core .,0,0.07139039,0.9286096,1
men in black ii has sequel-itis something fierce .,0,0.0022082329,0.99779177,1
not too far below the gloss you can still feel director denis villeneuve 's beating heart and the fondness he has for his characters .,1,0.0015230775,0.9984769,1
it 's astonishing .,1,0.00069880486,0.9993012,1
a film that takes you inside the rhythms of its subject : you experience it as you watch .,1,0.0011394024,0.9988606,1
"a resonant tale of racism , revenge and retribution .",1,0.00063687563,0.9993631,1
"a mostly intelligent , engrossing and psychologically resonant suspenser .",1,0.00084221363,0.9991578,1
"between bedroom scenes , viewers may find themselves wishing they could roll over and take a nap .",0,0.9943795,0.005620481,0
the central story lacks punch .,0,0.99877995,0.0012200256,0
"not every animated film from disney will become a classic , but forgive me if i 've come to expect more from this studio than some 79-minute after-school `` cartoon '' .",0,0.9587966,0.0412034,0
a didactic and dull documentary glorifying software anarchy .,0,0.9959514,0.004048596,0
a well-made thriller with a certain level of intelligence and non-reactionary morality .,1,0.00057554245,0.99942446,1
"if you 're like me , a sucker for a good old fashion romance and someone who shamelessly loves to eat , then mostly martha offers all the perfect ingredients to more than satisfy your appetite .",1,0.017162442,0.98283756,1
"all in all , there 's only one thing to root for : expulsion for everyone .",0,0.97622085,0.023779165,0
it 's never a good sign when a film 's star spends the entirety of the film in a coma .,0,0.99825627,0.0017437271,0
"we need -lrb- moore 's -rrb- noisy , cocky energy , his passion and class consciousness ; we need his shticks , we need his stones .",1,0.16944057,0.83055943,1
"roman coppola may never become the filmmaker his dad was , but heck -- few filmmakers will .",1,0.0109270215,0.989073,1
gets under the skin of a man who has just lost his wife .,1,0.5887227,0.4112773,0
national lampoon 's van wilder could be the worst thing to come out of national lampoon since class reunion,0,0.99874294,0.0012570885,0
"the acting by the over-25s lacks spark , with csokas particularly unconnected .",0,0.99775475,0.002245268,0
-lrb- broomfield -rrb- uncovers a story powerful enough to leave the screen sizzling with intrigue .,1,0.0012805462,0.99871945,1
it 's the kind of pigeonhole-resisting romp that hollywood too rarely provides .,1,0.056429684,0.9435703,1
has a plot full of twists upon knots ... and a nonstop parade of mock-tarantino scuzbag types that starts out clever but veers into overkill .,0,0.95319307,0.046806946,0
there 's nothing provocative about this film save for the ways in which it studiously avoids provoking thought .,0,0.9748751,0.025124913,0
"a gentle blend of present day testimonials , surviving footage of burstein and his family performing , historical archives , and telling stills .",1,0.0009847879,0.9990152,1
"-lrb- it 's -rrb- a prison soccer movie starring charismatic tough guy vinnie jones , but it had too much spitting for me to enjoy .",0,0.9855522,0.014447831,0
"there are slow and repetitive parts , but it has just enough spice to keep it interesting .",1,0.00076687336,0.9992331,1
"rambles on in a disjointed , substandard fashion from one poorly executed action sequence to the next .",0,0.99844915,0.0015508728,0
"if this is satire , it 's the smug and self-congratulatory kind that lets the audience completely off the hook .",0,0.023713946,0.97628605,1
"here , adrian lyne comes as close to profundity as he is likely to get .",1,0.14193565,0.85806435,1
jagger the actor is someone you want to see again .,1,0.0031992197,0.9968008,1
"the level of maturity displayed by this 33-year-old first-time feature director is astonishing , considering her inexperience and her subject matter .",1,0.00085532665,0.9991447,1
murder by numbers is like a couple of mediocre tv-movie - of-the-week films clumsily stuck together .,0,0.99879295,0.0012070534,0
"but in imax 3-d , the clichés disappear into the vertiginous perspectives opened up by the photography .",1,0.67771107,0.32228893,0
there 's more scatological action in 8 crazy nights than a proctologist is apt to encounter in an entire career .,0,0.990647,0.009352965,0
the two leads chomp considerably more scenery with their acting than fire-breathing monsters barbecue with their breath ...,0,0.9867955,0.013204492,0
... a roller-coaster ride of a movie,1,0.6354818,0.36451823,0
"just like hearst 's enormous yacht , it 's slow and unwieldy and takes a long time to reach its destination .",0,0.963046,0.036954004,0
tsai ming-liang has taken his trademark style and refined it to a crystalline point .,1,0.0015496016,0.9984504,1
god help the poor woman if attal is this insecure in real life : his fictional yvan 's neuroses are aggravating enough to exhaust the patience of even the most understanding spouse .,0,0.9949998,0.0050001964,0
"the film is surprisingly well-directed by brett ratner , who keeps things moving well -- at least until the problematic third act .",1,0.00075376034,0.99924624,1
"the story feels more like a serious read , filled with heavy doses of always enticing sayles dialogue .",1,0.41811097,0.58188903,1
"the hours makes you examine your own life in much the same way its characters do , and the experience is profound .",1,0.0005417466,0.99945825,1
hugh grant and sandra bullock are two such likeable actors .,1,0.0012558699,0.99874413,1
"in its ragged , cheap and unassuming way , the movie works .",1,0.27151763,0.72848237,1
"while the film misfires at every level , the biggest downside is the paucity of laughter in what 's supposed to be a comedy .",0,0.9965031,0.0034968636,0
i love the way that it took chances and really asks you to take these great leaps of faith and pays off .,1,0.0006816387,0.99931836,1
"lacks heart , depth and , most of all , purpose .",0,0.9832854,0.016714562,0
"oedekerk wrote patch adams , for which he should not be forgiven .",0,0.8657229,0.13427709,0
"with a story as bizarre and mysterious as this , you do n't want to be worrying about whether the ineffectual broomfield is going to have the courage to knock on that door .",0,0.98429483,0.01570519,0
